0,10,0
0.249996,10.0012,0.572958
0.499967,10.005,1.14592
0.749888,10.0112,1.71887
0.999733,10.02,2.29183
1.24948,10.0312,2.86479
1.4991,10.045,3.43775
1.74857,10.0612,4.0107
1.99787,10.08,4.58366
2.24696,10.1012,5.15662
2.49584,10.1249,5.72958
2.74446,10.1511,6.30254
2.99281,10.1798,6.87549
3.24085,10.211,7.44845
3.48858,10.2446,8.02141
3.73595,10.2807,8.59437
3.98296,10.3193,9.16732
4.22956,10.3604,9.74028
4.47574,10.4039,10.3132
4.72147,10.4499,10.8862
4.96673,10.4983,11.4592
5.2115,10.5492,12.0321
5.45574,10.6026,12.6051
5.69944,10.6583,13.178
5.94257,10.7166,13.751
6.1851,10.7772,14.3239
6.42701,10.8403,14.8969
6.66829,10.9057,15.4699
6.90889,10.9736,16.0428
7.14881,11.0439,16.6158
7.38801,11.1166,17.1887
7.62647,11.1917,17.7617
7.86416,11.2691,18.3346
8.10108,11.3489,18.9076
8.33718,11.4311,19.4806
8.57245,11.5157,20.0535
8.80686,11.6026,20.6265
9.04039,11.6918,21.1994
9.27301,11.7834,21.7724
9.50471,11.8773,22.3454
9.73546,11.9735,22.9183
9.96523,12.072,23.4913
10.194,12.1728,24.0642
10.4218,12.2759,24.6372
10.6485,12.3812,25.2101
10.8741,12.4888,25.7831
11.0987,12.5987,26.3561
11.3222,12.7108,26.929
11.5445,12.8251,27.502
11.7656,12.9417,28.0749
11.9856,13.0604,28.6479
12.2044,13.1814,29.2208
12.422,13.3045,29.7938
12.6383,13.4298,30.3668
12.8534,13.5573,30.9397
13.0672,13.6869,31.5127
13.2797,13.8186,32.0856
13.4908,13.9525,32.6586
13.7006,14.0884,33.2316
13.909,14.2265,33.8045
14.1161,14.3666,34.3775
14.3217,14.5088,34.9504
14.5259,14.653,35.5234
14.7286,14.7993,36.0963
14.9299,14.9476,36.6693
15.1297,15.0979,37.2423
15.3279,15.2502,37.8152
15.5246,15.4045,38.3882
15.7198,15.5607,38.9611
15.9134,15.7188,39.5341
16.1054,15.8789,40.107
16.2958,16.041,40.68
16.4846,16.2049,41.253
16.6717,16.3706,41.8259
16.8572,16.5383,42.3989
17.041,16.7078,42.9718
17.223,16.8791,43.5448
17.4034,17.0522,44.1178
17.582,17.2272,44.6907
17.7588,17.4039,45.2637
17.9339,17.5823,45.8366
18.1072,17.7625,46.4096
18.2786,17.9445,46.9825
18.4483,18.1281,47.5555
18.6161,18.3134,48.1285
18.782,18.5004,48.7014
18.9461,18.6891,49.2744
19.1082,18.8793,49.8473
19.2685,19.0712,50.4203
19.4268,19.2647,50.9932
19.5832,19.4598,51.5662
19.7376,19.6564,52.1392
19.89,19.8545,52.7121
20.0405,20.0542,53.2851
20.189,20.2553,53.858
20.3354,20.4579,54.431
20.4798,20.662,55.0039
20.6221,20.8675,55.5769
20.7624,21.0744,56.1499
20.9006,21.2828,56.7228
21.0368,21.4924,57.2958
21.1708,21.7035,57.8687
21.3027,21.9159,58.4417
21.4325,22.1295,59.0147
21.5601,22.3445,59.5876
21.6856,22.5607,60.1606
21.8089,22.7782,60.7335
21.93,22.9969,61.3065
22.0489,23.2168,61.8794
22.1657,23.4379,62.4524
22.2802,23.6601,63.0254
22.3925,23.8835,63.5983
22.5025,24.1079,64.1713
22.6103,24.3335,64.7442
22.7158,24.5601,65.3172
22.8191,24.7878,65.8901
22.9201,25.0165,66.4631
23.0188,25.2462,67.0361
23.1152,25.4769,67.609
23.2092,25.7085,68.182
23.301,25.9411,68.7549
23.3904,26.1745,69.3279
23.4775,26.4089,69.9009
23.5622,26.6441,70.4738
23.6446,26.8801,71.0468
23.7246,27.1169,71.6197
23.8023,27.3546,72.1927
23.8775,27.593,72.7656
23.9504,27.8321,73.3386
24.0209,28.072,73.9116
24.089,28.3125,74.4845
24.1546,28.5537,75.0575
24.2179,28.7956,75.6304
24.2787,29.0381,76.2034
24.3371,29.2812,76.7763
24.3931,29.5248,77.3493
24.4466,29.769,77.9223
24.4977,30.0138,78.4952
24.5463,30.259,79.0682
24.5925,30.5047,79.6411
24.6362,30.7508,80.2141
24.6775,30.9974,80.787
24.7163,31.2444,81.36
24.7526,31.4917,81.933
24.7865,31.7394,82.5059
24.8178,31.9874,83.0789
24.8467,32.2358,83.6518
24.8731,32.4844,84.2248
24.897,32.7332,84.7978
24.9184,32.9823,85.3707
24.9374,33.2316,85.9437
24.9538,33.481,86.5166
24.9678,33.7306,87.0896
24.9792,33.9804,87.6625
24.9881,34.2302,88.2355
24.9946,34.4801,88.8085
24.9985,34.7301,89.3814
25,34.9801,89.9544
24.9989,35.2301,90.5273
24.9954,35.4801,91.1003
24.9893,35.73,91.6732
24.9808,35.9798,92.2462
24.9697,36.2296,92.8192
24.9562,36.4792,93.3921
24.9402,36.7287,93.9651
24.9216,36.978,94.538
24.9006,37.2271,95.111
24.8771,37.476,95.684
24.8511,37.7247,96.2569
24.8226,37.973,96.8299
24.7916,38.2211,97.4028
24.7582,38.4689,97.9758
24.7222,38.7163,98.5487
24.6838,38.9633,99.1217
24.643,39.2099,99.6947
24.5996,39.4562,100.268
24.5539,39.7019,100.841
24.5056,39.9472,101.414
24.4549,40.192,101.986
24.4018,40.4363,102.559
24.3462,40.6801,103.132
24.2882,40.9232,103.705
24.2277,41.1658,104.278
24.1649,41.4078,104.851
24.0996,41.6491,105.424
24.0319,41.8898,105.997
23.9618,42.1297,106.57
23.8893,42.369,107.143
23.8144,42.6075,107.716
23.7371,42.8453,108.289
23.6575,43.0822,108.862
23.5755,43.3184,109.435
